"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - collision_end_mean","peach-sweep-10 - collision_end_mean__MIN","peach-sweep-10 - collision_end_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - collision_end_mean","exalted-sweep-9 - collision_end_mean__MIN","exalted-sweep-9 - collision_end_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - collision_end_mean","balmy-sweep-8 - collision_end_mean__MIN","balmy-sweep-8 - collision_end_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - collision_end_mean","still-sweep-7 - collision_end_mean__MIN","still-sweep-7 - collision_end_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - collision_end_mean","graceful-sweep-6 - collision_end_mean__MIN","graceful-sweep-6 - collision_end_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - collision_end_mean","lively-sweep-5 - collision_end_mean__MIN","lively-sweep-5 - collision_end_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - collision_end_mean","astral-sweep-4 - collision_end_mean__MIN","astral-sweep-4 - collision_end_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - collision_end_mean","light-sweep-3 - collision_end_mean__MIN","light-sweep-3 - collision_end_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - collision_end_mean","eternal-sweep-2 - collision_end_mean__MIN","eternal-sweep-2 - collision_end_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - collision_end_mean","hardy-sweep-1 - collision_end_mean__MIN","hardy-sweep-1 - collision_end_mean__MAX"
"227000","11350","11350","11350","0.24","0.24","0.24","11350","11350","11350","0.48","0.48","0.48","11350","11350","11350","0.32","0.32","0.32","11350","11350","11350","0.32","0.32","0.32","11350","11350","11350","0.44","0.44","0.44","11350","11350","11350","0.24","0.24","0.24","11350","11350","11350","0.36","0.36","0.36","11350","11350","11350","0.36","0.36","0.36","11350","11350","11350","0.36","0.36","0.36","11350","11350","11350","0.32","0.32","0.32"
"227500","11375","11375","11375","0.28","0.28","0.28","11375","11375","11375","0.44","0.44","0.44","11375","11375","11375","0.32","0.32","0.32","11375","11375","11375","0.32","0.32","0.32","11375","11375","11375","0.48","0.48","0.48","11375","11375","11375","0.24","0.24","0.24","11375","11375","11375","0.32","0.32","0.32","11375","11375","11375","0.36","0.36","0.36","11375","11375","11375","0.36","0.36","0.36","11375","11375","11375","0.4","0.4","0.4"
"228000","11400","11400","11400","0.44","0.44","0.44","11400","11400","11400","0.32","0.32","0.32","11400","11400","11400","0.36","0.36","0.36","11400","11400","11400","0.36","0.36","0.36","11400","11400","11400","0.48","0.48","0.48","11400","11400","11400","0.24","0.24","0.24","11400","11400","11400","0.36","0.36","0.36","11400","11400","11400","0.2","0.2","0.2","11400","11400","11400","0.32","0.32","0.32","11400","11400","11400","0.36","0.36","0.36"
"228500","11425","11425","11425","0.4","0.4","0.4","11425","11425","11425","0.28","0.28","0.28","11425","11425","11425","0.28","0.28","0.28","11425","11425","11425","0.4","0.4","0.4","11425","11425","11425","0.32","0.32","0.32","11425","11425","11425","0.24","0.24","0.24","11425","11425","11425","0.32","0.32","0.32","11425","11425","11425","0.36","0.36","0.36","11425","11425","11425","0.28","0.28","0.28","11425","11425","11425","0.32","0.32","0.32"
"229000","11450","11450","11450","0.36","0.36","0.36","11450","11450","11450","0.4","0.4","0.4","11450","11450","11450","0.32","0.32","0.32","11450","11450","11450","0.4","0.4","0.4","11450","11450","11450","0.12","0.12","0.12","11450","11450","11450","0.32","0.32","0.32","11450","11450","11450","0.36","0.36","0.36","11450","11450","11450","0.48","0.48","0.48","11450","11450","11450","0.28","0.28","0.28","11450","11450","11450","0.36","0.36","0.36"
"229500","11475","11475","11475","0.24","0.24","0.24","11475","11475","11475","0.4","0.4","0.4","11475","11475","11475","0.36","0.36","0.36","11475","11475","11475","0.44","0.44","0.44","11475","11475","11475","0.2","0.2","0.2","11475","11475","11475","0.28","0.28","0.28","11475","11475","11475","0.28","0.28","0.28","11475","11475","11475","0.4","0.4","0.4","11475","11475","11475","0.36","0.36","0.36","11475","11475","11475","0.32","0.32","0.32"
"230000","11500","11500","11500","0.4","0.4","0.4","11500","11500","11500","0.4","0.4","0.4","11500","11500","11500","0.24","0.24","0.24","11500","11500","11500","0.4","0.4","0.4","11500","11500","11500","0.28","0.28","0.28","11500","11500","11500","0.28","0.28","0.28","11500","11500","11500","0.24","0.24","0.24","11500","11500","11500","0.36","0.36","0.36","11500","11500","11500","0.24","0.24","0.24","11500","11500","11500","0.36","0.36","0.36"
"230500","11525","11525","11525","0.36","0.36","0.36","11525","11525","11525","0.36","0.36","0.36","11525","11525","11525","0.12","0.12","0.12","11525","11525","11525","0.36","0.36","0.36","11525","11525","11525","0.16","0.16","0.16","11525","11525","11525","0.28","0.28","0.28","11525","11525","11525","0.2","0.2","0.2","11525","11525","11525","0.28","0.28","0.28","11525","11525","11525","0.24","0.24","0.24","11525","11525","11525","0.28","0.28","0.28"
"231000","11550","11550","11550","0.28","0.28","0.28","11550","11550","11550","0.32","0.32","0.32","11550","11550","11550","0.16","0.16","0.16","11550","11550","11550","0.36","0.36","0.36","11550","11550","11550","0.16","0.16","0.16","11550","11550","11550","0.28","0.28","0.28","11550","11550","11550","0.4","0.4","0.4","11550","11550","11550","0.32","0.32","0.32","11550","11550","11550","0.28","0.28","0.28","11550","11550","11550","0.44","0.44","0.44"
"231500","11575","11575","11575","0.44","0.44","0.44","11575","11575","11575","0.24","0.24","0.24","11575","11575","11575","0.24","0.24","0.24","11575","11575","11575","0.32","0.32","0.32","11575","11575","11575","0.2","0.2","0.2","11575","11575","11575","0.36","0.36","0.36","11575","11575","11575","0.48","0.48","0.48","11575","11575","11575","0.32","0.32","0.32","11575","11575","11575","0.32","0.32","0.32","11575","11575","11575","0.4","0.4","0.4"
"232000","11600","11600","11600","0.48","0.48","0.48","11600","11600","11600","0.2","0.2","0.2","11600","11600","11600","0.44","0.44","0.44","11600","11600","11600","0.32","0.32","0.32","11600","11600","11600","0.24","0.24","0.24","11600","11600","11600","0.32","0.32","0.32","11600","11600","11600","0.36","0.36","0.36","11600","11600","11600","0.36","0.36","0.36","11600","11600","11600","0.36","0.36","0.36","11600","11600","11600","0.4","0.4","0.4"
"232500","11625","11625","11625","0.44","0.44","0.44","11625","11625","11625","0.28","0.28","0.28","11625","11625","11625","0.44","0.44","0.44","11625","11625","11625","0.28","0.28","0.28","11625","11625","11625","0.24","0.24","0.24","11625","11625","11625","0.28","0.28","0.28","11625","11625","11625","0.32","0.32","0.32","11625","11625","11625","0.32","0.32","0.32","11625","11625","11625","0.32","0.32","0.32","11625","11625","11625","0.4","0.4","0.4"
"233000","11650","11650","11650","0.44","0.44","0.44","11650","11650","11650","0.24","0.24","0.24","11650","11650","11650","0.28","0.28","0.28","11650","11650","11650","0.36","0.36","0.36","11650","11650","11650","0.28","0.28","0.28","11650","11650","11650","0.36","0.36","0.36","11650","11650","11650","0.2","0.2","0.2","11650","11650","11650","0.36","0.36","0.36","11650","11650","11650","0.32","0.32","0.32","11650","11650","11650","0.32","0.32","0.32"
"233500","11675","11675","11675","0.36","0.36","0.36","11675","11675","11675","0.32","0.32","0.32","11675","11675","11675","0.28","0.28","0.28","11675","11675","11675","0.36","0.36","0.36","11675","11675","11675","0.4","0.4","0.4","11675","11675","11675","0.32","0.32","0.32","11675","11675","11675","0.2","0.2","0.2","11675","11675","11675","0.36","0.36","0.36","11675","11675","11675","0.32","0.32","0.32","11675","11675","11675","0.28","0.28","0.28"
"234000","11700","11700","11700","0.32","0.32","0.32","11700","11700","11700","0.32","0.32","0.32","11700","11700","11700","0.32","0.32","0.32","11700","11700","11700","0.36","0.36","0.36","11700","11700","11700","0.4","0.4","0.4","11700","11700","11700","0.24","0.24","0.24","11700","11700","11700","0.2","0.2","0.2","11700","11700","11700","0.28","0.28","0.28","11700","11700","11700","0.24","0.24","0.24","11700","11700","11700","0.28","0.28","0.28"
"234500","11725","11725","11725","0.36","0.36","0.36","11725","11725","11725","0.24","0.24","0.24","11725","11725","11725","0.36","0.36","0.36","11725","11725","11725","0.28","0.28","0.28","11725","11725","11725","0.4","0.4","0.4","11725","11725","11725","0.16","0.16","0.16","11725","11725","11725","0.32","0.32","0.32","11725","11725","11725","0.2","0.2","0.2","11725","11725","11725","0.24","0.24","0.24","11725","11725","11725","0.36","0.36","0.36"
"235000","11750","11750","11750","0.32","0.32","0.32","11750","11750","11750","0.2","0.2","0.2","11750","11750","11750","0.32","0.32","0.32","11750","11750","11750","0.2","0.2","0.2","11750","11750","11750","0.32","0.32","0.32","11750","11750","11750","0.24","0.24","0.24","11750","11750","11750","0.36","0.36","0.36","11750","11750","11750","0.28","0.28","0.28","11750","11750","11750","0.36","0.36","0.36","11750","11750","11750","0.4","0.4","0.4"
"235500","11775","11775","11775","0.36","0.36","0.36","11775","11775","11775","0.16","0.16","0.16","11775","11775","11775","0.24","0.24","0.24","11775","11775","11775","0.24","0.24","0.24","11775","11775","11775","0.28","0.28","0.28","11775","11775","11775","0.2","0.2","0.2","11775","11775","11775","0.44","0.44","0.44","11775","11775","11775","0.32","0.32","0.32","11775","11775","11775","0.32","0.32","0.32","11775","11775","11775","0.4","0.4","0.4"
"236000","11800","11800","11800","0.28","0.28","0.28","11800","11800","11800","0.12","0.12","0.12","11800","11800","11800","0.32","0.32","0.32","11800","11800","11800","0.24","0.24","0.24","11800","11800","11800","0.2","0.2","0.2","11800","11800","11800","0.24","0.24","0.24","11800","11800","11800","0.36","0.36","0.36","11800","11800","11800","0.24","0.24","0.24","11800","11800","11800","0.36","0.36","0.36","11800","11800","11800","0.4","0.4","0.4"
"236500","11825","11825","11825","0.36","0.36","0.36","11825","11825","11825","0.24","0.24","0.24","11825","11825","11825","0.36","0.36","0.36","11825","11825","11825","0.28","0.28","0.28","11825","11825","11825","0.36","0.36","0.36","11825","11825","11825","0.32","0.32","0.32","11825","11825","11825","0.36","0.36","0.36","11825","11825","11825","0.4","0.4","0.4","11825","11825","11825","0.4","0.4","0.4","11825","11825","11825","0.32","0.32","0.32"
"237000","11850","11850","11850","0.48","0.48","0.48","11850","11850","11850","0.32","0.32","0.32","11850","11850","11850","0.32","0.32","0.32","11850","11850","11850","0.4","0.4","0.4","11850","11850","11850","0.32","0.32","0.32","11850","11850","11850","0.28","0.28","0.28","11850","11850","11850","0.36","0.36","0.36","11850","11850","11850","0.44","0.44","0.44","11850","11850","11850","0.4","0.4","0.4","11850","11850","11850","0.28","0.28","0.28"
"237500","11875","11875","11875","0.48","0.48","0.48","11875","11875","11875","0.44","0.44","0.44","11875","11875","11875","0.28","0.28","0.28","11875","11875","11875","0.32","0.32","0.32","11875","11875","11875","0.36","0.36","0.36","11875","11875","11875","0.36","0.36","0.36","11875","11875","11875","0.36","0.36","0.36","11875","11875","11875","0.32","0.32","0.32","11875","11875","11875","0.52","0.52","0.52","11875","11875","11875","0.28","0.28","0.28"
"238000","11900","11900","11900","0.32","0.32","0.32","11900","11900","11900","0.4","0.4","0.4","11900","11900","11900","0.44","0.44","0.44","11900","11900","11900","0.32","0.32","0.32","11900","11900","11900","0.48","0.48","0.48","11900","11900","11900","0.4","0.4","0.4","11900","11900","11900","0.4","0.4","0.4","11900","11900","11900","0.4","0.4","0.4","11900","11900","11900","0.52","0.52","0.52","11900","11900","11900","0.32","0.32","0.32"
"238500","11925","11925","11925","0.36","0.36","0.36","11925","11925","11925","0.4","0.4","0.4","11925","11925","11925","0.44","0.44","0.44","11925","11925","11925","0.28","0.28","0.28","11925","11925","11925","0.36","0.36","0.36","11925","11925","11925","0.36","0.36","0.36","11925","11925","11925","0.4","0.4","0.4","11925","11925","11925","0.4","0.4","0.4","11925","11925","11925","0.44","0.44","0.44","11925","11925","11925","0.36","0.36","0.36"
"239000","11950","11950","11950","0.32","0.32","0.32","11950","11950","11950","0.32","0.32","0.32","11950","11950","11950","0.44","0.44","0.44","11950","11950","11950","0.32","0.32","0.32","11950","11950","11950","0.32","0.32","0.32","11950","11950","11950","0.4","0.4","0.4","11950","11950","11950","0.36","0.36","0.36","11950","11950","11950","0.4","0.4","0.4","11950","11950","11950","0.32","0.32","0.32","11950","11950","11950","0.28","0.28","0.28"
"239500","11975","11975","11975","0.24","0.24","0.24","11975","11975","11975","0.32","0.32","0.32","11975","11975","11975","0.4","0.4","0.4","11975","11975","11975","0.36","0.36","0.36","11975","11975","11975","0.4","0.4","0.4","11975","11975","11975","0.32","0.32","0.32","11975","11975","11975","0.28","0.28","0.28","11975","11975","11975","0.36","0.36","0.36","11975","11975","11975","0.32","0.32","0.32","11975","11975","11975","0.32","0.32","0.32"
"240500","12025","12025","12025","0.24","0.24","0.24","12025","12025","12025","0.4","0.4","0.4","12025","12025","12025","0.44","0.44","0.44","12025","12025","12025","0.28","0.28","0.28","12025","12025","12025","0.28","0.28","0.28","12025","12025","12025","0.4","0.4","0.4","12025","12025","12025","0.24","0.24","0.24","12025","12025","12025","0.4","0.4","0.4","12025","12025","12025","0.32","0.32","0.32","12025","12025","12025","0.32","0.32","0.32"
"241000","12050","12050","12050","0.24","0.24","0.24","12050","12050","12050","0.4","0.4","0.4","12050","12050","12050","0.4","0.4","0.4","12050","12050","12050","0.24","0.24","0.24","12050","12050","12050","0.28","0.28","0.28","12050","12050","12050","0.4","0.4","0.4","12050","12050","12050","0.2","0.2","0.2","12050","12050","12050","0.44","0.44","0.44","12050","12050","12050","0.24","0.24","0.24","12050","12050","12050","0.4","0.4","0.4"
"241500","12075","12075","12075","0.32","0.32","0.32","12075","12075","12075","0.28","0.28","0.28","12075","12075","12075","0.36","0.36","0.36","12075","12075","12075","0.32","0.32","0.32","12075","12075","12075","0.28","0.28","0.28","12075","12075","12075","0.44","0.44","0.44","12075","12075","12075","0.28","0.28","0.28","12075","12075","12075","0.36","0.36","0.36","12075","12075","12075","0.2","0.2","0.2","12075","12075","12075","0.32","0.32","0.32"
"242000","12100","12100","12100","0.32","0.32","0.32","12100","12100","12100","0.32","0.32","0.32","12100","12100","12100","0.28","0.28","0.28","12100","12100","12100","0.4","0.4","0.4","12100","12100","12100","0.2","0.2","0.2","12100","12100","12100","0.44","0.44","0.44","12100","12100","12100","0.36","0.36","0.36","12100","12100","12100","0.32","0.32","0.32","12100","12100","12100","0.24","0.24","0.24","12100","12100","12100","0.28","0.28","0.28"
"242500","12125","12125","12125","0.36","0.36","0.36","12125","12125","12125","0.36","0.36","0.36","12125","12125","12125","0.36","0.36","0.36","12125","12125","12125","0.36","0.36","0.36","12125","12125","12125","0.12","0.12","0.12","12125","12125","12125","0.48","0.48","0.48","12125","12125","12125","0.28","0.28","0.28","12125","12125","12125","0.32","0.32","0.32","12125","12125","12125","0.28","0.28","0.28","12125","12125","12125","0.36","0.36","0.36"
"243000","12150","12150","12150","0.32","0.32","0.32","12150","12150","12150","0.36","0.36","0.36","12150","12150","12150","0.44","0.44","0.44","12150","12150","12150","0.4","0.4","0.4","12150","12150","12150","0.28","0.28","0.28","12150","12150","12150","0.36","0.36","0.36","12150","12150","12150","0.28","0.28","0.28","12150","12150","12150","0.4","0.4","0.4","12150","12150","12150","0.4","0.4","0.4","12150","12150","12150","0.36","0.36","0.36"
"243500","12175","12175","12175","0.36","0.36","0.36","12175","12175","12175","0.4","0.4","0.4","12175","12175","12175","0.36","0.36","0.36","12175","12175","12175","0.36","0.36","0.36","12175","12175","12175","0.4","0.4","0.4","12175","12175","12175","0.32","0.32","0.32","12175","12175","12175","0.24","0.24","0.24","12175","12175","12175","0.4","0.4","0.4","12175","12175","12175","0.36","0.36","0.36","12175","12175","12175","0.32","0.32","0.32"
"244000","12200","12200","12200","0.4","0.4","0.4","12200","12200","12200","0.44","0.44","0.44","12200","12200","12200","0.28","0.28","0.28","12200","12200","12200","0.32","0.32","0.32","12200","12200","12200","0.4","0.4","0.4","12200","12200","12200","0.36","0.36","0.36","12200","12200","12200","0.2","0.2","0.2","12200","12200","12200","0.2","0.2","0.2","12200","12200","12200","0.44","0.44","0.44","12200","12200","12200","0.24","0.24","0.24"
"244500","12225","12225","12225","0.4","0.4","0.4","12225","12225","12225","0.4","0.4","0.4","12225","12225","12225","0.24","0.24","0.24","12225","12225","12225","0.32","0.32","0.32","12225","12225","12225","0.44","0.44","0.44","12225","12225","12225","0.28","0.28","0.28","12225","12225","12225","0.24","0.24","0.24","12225","12225","12225","0.32","0.32","0.32","12225","12225","12225","0.44","0.44","0.44","12225","12225","12225","0.24","0.24","0.24"
"245000","12250","12250","12250","0.32","0.32","0.32","12250","12250","12250","0.32","0.32","0.32","12250","12250","12250","0.4","0.4","0.4","12250","12250","12250","0.32","0.32","0.32","12250","12250","12250","0.48","0.48","0.48","12250","12250","12250","0.28","0.28","0.28","12250","12250","12250","0.44","0.44","0.44","12250","12250","12250","0.4","0.4","0.4","12250","12250","12250","0.4","0.4","0.4","12250","12250","12250","0.4","0.4","0.4"
"245500","12275","12275","12275","0.36","0.36","0.36","12275","12275","12275","0.32","0.32","0.32","12275","12275","12275","0.32","0.32","0.32","12275","12275","12275","0.4","0.4","0.4","12275","12275","12275","0.4","0.4","0.4","12275","12275","12275","0.28","0.28","0.28","12275","12275","12275","0.44","0.44","0.44","12275","12275","12275","0.36","0.36","0.36","12275","12275","12275","0.28","0.28","0.28","12275","12275","12275","0.32","0.32","0.32"
"246000","12300","12300","12300","0.32","0.32","0.32","12300","12300","12300","0.32","0.32","0.32","12300","12300","12300","0.28","0.28","0.28","12300","12300","12300","0.32","0.32","0.32","12300","12300","12300","0.36","0.36","0.36","12300","12300","12300","0.36","0.36","0.36","12300","12300","12300","0.36","0.36","0.36","12300","12300","12300","0.44","0.44","0.44","12300","12300","12300","0.2","0.2","0.2","12300","12300","12300","0.4","0.4","0.4"
"246500","12325","12325","12325","0.32","0.32","0.32","12325","12325","12325","0.32","0.32","0.32","12325","12325","12325","0.16","0.16","0.16","12325","12325","12325","0.28","0.28","0.28","12325","12325","12325","0.32","0.32","0.32","12325","12325","12325","0.32","0.32","0.32","12325","12325","12325","0.36","0.36","0.36","12325","12325","12325","0.36","0.36","0.36","12325","12325","12325","0.32","0.32","0.32","12325","12325","12325","0.32","0.32","0.32"
"247000","12350","12350","12350","0.24","0.24","0.24","12350","12350","12350","0.32","0.32","0.32","12350","12350","12350","0.32","0.32","0.32","12350","12350","12350","0.32","0.32","0.32","12350","12350","12350","0.32","0.32","0.32","12350","12350","12350","0.24","0.24","0.24","12350","12350","12350","0.28","0.28","0.28","12350","12350","12350","0.24","0.24","0.24","12350","12350","12350","0.44","0.44","0.44","12350","12350","12350","0.28","0.28","0.28"
"247500","12375","12375","12375","0.36","0.36","0.36","12375","12375","12375","0.36","0.36","0.36","12375","12375","12375","0.28","0.28","0.28","12375","12375","12375","0.32","0.32","0.32","12375","12375","12375","0.28","0.28","0.28","12375","12375","12375","0.24","0.24","0.24","12375","12375","12375","0.24","0.24","0.24","12375","12375","12375","0.32","0.32","0.32","12375","12375","12375","0.44","0.44","0.44","12375","12375","12375","0.36","0.36","0.36"
