"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_avg_eval_r_mean","snowy-sweep-2 - expert_avg_eval_r_mean__MIN","snowy-sweep-2 - expert_avg_eval_r_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_avg_eval_r_mean","sweet-sweep-9 - expert_avg_eval_r_mean__MIN","sweet-sweep-9 - expert_avg_eval_r_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_avg_eval_r_mean","pleasant-sweep-8 - expert_avg_eval_r_mean__MIN","pleasant-sweep-8 - expert_avg_eval_r_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_avg_eval_r_mean","apricot-sweep-7 - expert_avg_eval_r_mean__MIN","apricot-sweep-7 - expert_avg_eval_r_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_avg_eval_r_mean","fanciful-sweep-6 - expert_avg_eval_r_mean__MIN","fanciful-sweep-6 - expert_avg_eval_r_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_avg_eval_r_mean","polished-sweep-5 - expert_avg_eval_r_mean__MIN","polished-sweep-5 - expert_avg_eval_r_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_avg_eval_r_mean","sunny-sweep-4 - expert_avg_eval_r_mean__MIN","sunny-sweep-4 - expert_avg_eval_r_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_avg_eval_r_mean","earthy-sweep-3 - expert_avg_eval_r_mean__MIN","earthy-sweep-3 - expert_avg_eval_r_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_avg_eval_r_mean","pious-sweep-2 - expert_avg_eval_r_mean__MIN","pious-sweep-2 - expert_avg_eval_r_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_avg_eval_r_mean","rich-sweep-1 - expert_avg_eval_r_mean__MIN","rich-sweep-1 - expert_avg_eval_r_mean__MAX"
"260800","326","326","326","60.989541147245724","60.989541147245724","60.989541147245724","326","326","326","59.15180067972739","59.15180067972739","59.15180067972739","326","326","326","60.54339894029184","60.54339894029184","60.54339894029184","326","326","326","57.650610340559425","57.650610340559425","57.650610340559425","326","326","326","59.29420560549887","59.29420560549887","59.29420560549887","326","326","326","57.038406381342874","57.038406381342874","57.038406381342874","326","326","326","59.80926772712801","59.80926772712801","59.80926772712801","326","326","326","61.47467444942829","61.47467444942829","61.47467444942829","326","326","326","56.899265698558786","56.899265698558786","56.899265698558786","326","326","326","62.81171821433313","62.81171821433313","62.81171821433313"
"262400","328","328","328","61.350207970609645","61.350207970609645","61.350207970609645","328","328","328","58.8800791322477","58.8800791322477","58.8800791322477","328","328","328","59.84934205378395","59.84934205378395","59.84934205378395","328","328","328","57.70782299858319","57.70782299858319","57.70782299858319","328","328","328","59.72199227844082","59.72199227844082","59.72199227844082","328","328","328","57.57419791968498","57.57419791968498","57.57419791968498","328","328","328","59.596894073321884","59.596894073321884","59.596894073321884","328","328","328","61.55727971571244","61.55727971571244","61.55727971571244","328","328","328","57.264217713971455","57.264217713971455","57.264217713971455","328","328","328","62.77644248374165","62.77644248374165","62.77644248374165"
"264000","330","330","330","60.60173775419324","60.60173775419324","60.60173775419324","330","330","330","59.64333286516102","59.64333286516102","59.64333286516102","330","330","330","59.85986401958208","59.85986401958208","59.85986401958208","330","330","330","58.03467190632555","58.03467190632555","58.03467190632555","330","330","330","59.92668427813435","59.92668427813435","59.92668427813435","330","330","330","58.34392685603586","58.34392685603586","58.34392685603586","330","330","330","59.978013341188245","59.978013341188245","59.978013341188245","330","330","330","61.87028438226041","61.87028438226041","61.87028438226041","330","330","330","57.42130056647257","57.42130056647257","57.42130056647257","330","330","330","63.11033385705803","63.11033385705803","63.11033385705803"
"265600","332","332","332","60.57475983460339","60.57475983460339","60.57475983460339","332","332","332","59.3856016584889","59.3856016584889","59.3856016584889","332","332","332","60.56995882102538","60.56995882102538","60.56995882102538","332","332","332","58.067490465835796","58.067490465835796","58.067490465835796","332","332","332","60.649813711290626","60.649813711290626","60.649813711290626","332","332","332","58.540343572869595","58.540343572869595","58.540343572869595","332","332","332","59.689872139375936","59.689872139375936","59.689872139375936","332","332","332","61.851458069966284","61.851458069966284","61.851458069966284","332","332","332","57.7534782182169","57.7534782182169","57.7534782182169","332","332","332","62.4043454864235","62.4043454864235","62.4043454864235"
"267200","334","334","334","59.9773719814023","59.9773719814023","59.9773719814023","334","334","334","59.414984472827975","59.414984472827975","59.414984472827975","334","334","334","60.91262226726924","60.91262226726924","60.91262226726924","334","334","334","58.40340619985173","58.40340619985173","58.40340619985173","334","334","334","60.97979925478399","60.97979925478399","60.97979925478399","334","334","334","57.97690426176783","57.97690426176783","57.97690426176783","334","334","334","59.38876541438053","59.38876541438053","59.38876541438053","334","334","334","62.194786467951914","62.194786467951914","62.194786467951914","334","334","334","57.97135343934784","57.97135343934784","57.97135343934784","334","334","334","62.36371676342546","62.36371676342546","62.36371676342546"
"268800","336","336","336","60.28838536389348","60.28838536389348","60.28838536389348","336","336","336","60.114837547353325","60.114837547353325","60.114837547353325","336","336","336","61.25563032077437","61.25563032077437","61.25563032077437","336","336","336","58.39032662979962","58.39032662979962","58.39032662979962","336","336","336","61.34084898066986","61.34084898066986","61.34084898066986","336","336","336","57.78667397864478","57.78667397864478","57.78667397864478","336","336","336","58.83598612600174","58.83598612600174","58.83598612600174","336","336","336","62.51184542660636","62.51184542660636","62.51184542660636","336","336","336","58.57411831816824","58.57411831816824","58.57411831816824","336","336","336","61.28303893043387","61.28303893043387","61.28303893043387"
"270400","338","338","338","60.60500666692556","60.60500666692556","60.60500666692556","338","338","338","60.2029656114931","60.2029656114931","60.2029656114931","338","338","338","61.382841473811624","61.382841473811624","61.382841473811624","338","338","338","58.73956095852253","58.73956095852253","58.73956095852253","338","338","338","61.53708784482995","61.53708784482995","61.53708784482995","338","338","338","57.42531432545903","57.42531432545903","57.42531432545903","338","338","338","58.5231988500628","58.5231988500628","58.5231988500628","338","338","338","62.87227725568265","62.87227725568265","62.87227725568265","338","338","338","59.437933727813835","59.437933727813835","59.437933727813835","338","338","338","60.68430956967067","60.68430956967067","60.68430956967067"
"272000","340","340","340","60.28314129125437","60.28314129125437","60.28314129125437","340","340","340","60.55419805960349","60.55419805960349","60.55419805960349","340","340","340","61.06698317220699","61.06698317220699","61.06698317220699","340","340","340","58.739966012508106","58.739966012508106","58.739966012508106","340","340","340","60.90454301821341","60.90454301821341","60.90454301821341","340","340","340","57.3335774427401","57.3335774427401","57.3335774427401","340","340","340","58.64102457626148","58.64102457626148","58.64102457626148","340","340","340","62.23267804037844","62.23267804037844","62.23267804037844","340","340","340","59.615301149720864","59.615301149720864","59.615301149720864","340","340","340","60.68774469082987","60.68774469082987","60.68774469082987"
"273600","342","342","342","59.972885284492804","59.972885284492804","59.972885284492804","342","342","342","61.29750010884182","61.29750010884182","61.29750010884182","342","342","342","61.8865230295728","61.8865230295728","61.8865230295728","342","342","342","58.05638005028306","58.05638005028306","58.05638005028306","342","342","342","60.93157729846313","60.93157729846313","60.93157729846313","342","342","342","57.64366634635972","57.64366634635972","57.64366634635972","342","342","342","58.35898120652285","58.35898120652285","58.35898120652285","342","342","342","62.65674908363107","62.65674908363107","62.65674908363107","342","342","342","59.63785482714297","59.63785482714297","59.63785482714297","342","342","342","61.013672940284465","61.013672940284465","61.013672940284465"
"275200","344","344","344","59.88605137889587","59.88605137889587","59.88605137889587","344","344","344","61.3703970929035","61.3703970929035","61.3703970929035","344","344","344","62.20349694961553","62.20349694961553","62.20349694961553","344","344","344","58.03926247235969","58.03926247235969","58.03926247235969","344","344","344","61.34935694726866","61.34935694726866","61.34935694726866","344","344","344","57.366966029465374","57.366966029465374","57.366966029465374","344","344","344","58.36326814273756","58.36326814273756","58.36326814273756","344","344","344","62.69760802663061","62.69760802663061","62.69760802663061","344","344","344","59.98400428060973","59.98400428060973","59.98400428060973","344","344","344","61.67588874158789","61.67588874158789","61.67588874158789"
"276800","346","346","346","59.553014924689066","59.553014924689066","59.553014924689066","346","346","346","61.431797605770015","61.431797605770015","61.431797605770015","346","346","346","61.83554477571104","61.83554477571104","61.83554477571104","346","346","346","57.70361563841525","57.70361563841525","57.70361563841525","346","346","346","62.00939234861445","62.00939234861445","62.00939234861445","346","346","346","57.35781178066521","57.35781178066521","57.35781178066521","346","346","346","58.06032531214551","58.06032531214551","58.06032531214551","346","346","346","62.75479711338004","62.75479711338004","62.75479711338004","346","346","346","59.88731542075155","59.88731542075155","59.88731542075155","346","346","346","62.07130753218661","62.07130753218661","62.07130753218661"
"278400","348","348","348","60.32421642968772","60.32421642968772","60.32421642968772","348","348","348","61.753821596668644","61.753821596668644","61.753821596668644","348","348","348","61.5586304816515","61.5586304816515","61.5586304816515","348","348","348","57.74089273478713","57.74089273478713","57.74089273478713","348","348","348","61.383711018834674","61.383711018834674","61.383711018834674","348","348","348","57.98692175383072","57.98692175383072","57.98692175383072","348","348","348","58.41836149614435","58.41836149614435","58.41836149614435","348","348","348","63.12999332632282","63.12999332632282","63.12999332632282","348","348","348","60.200734275201285","60.200734275201285","60.200734275201285","348","348","348","61.43808498692628","61.43808498692628","61.43808498692628"
"280000","350","350","350","60.14277749091512","60.14277749091512","60.14277749091512","350","350","350","62.08366530381467","62.08366530381467","62.08366530381467","350","350","350","61.506346924987966","61.506346924987966","61.506346924987966","350","350","350","58.179358385739164","58.179358385739164","58.179358385739164","350","350","350","61.49022756669856","61.49022756669856","61.49022756669856","350","350","350","58.58956702012775","58.58956702012775","58.58956702012775","350","350","350","58.44139064337905","58.44139064337905","58.44139064337905","350","350","350","63.32111067053239","63.32111067053239","63.32111067053239","350","350","350","59.58641839234705","59.58641839234705","59.58641839234705","350","350","350","61.507934822894995","61.507934822894995","61.507934822894995"
"281600","352","352","352","60.19045033213491","60.19045033213491","60.19045033213491","352","352","352","62.02755446833076","62.02755446833076","62.02755446833076","352","352","352","61.40254740487788","61.40254740487788","61.40254740487788","352","352","352","57.45402677591421","57.45402677591421","57.45402677591421","352","352","352","61.559960465936285","61.559960465936285","61.559960465936285","352","352","352","57.73120028933685","57.73120028933685","57.73120028933685","352","352","352","58.45457583497465","58.45457583497465","58.45457583497465","352","352","352","62.68769577061509","62.68769577061509","62.68769577061509","352","352","352","59.16184573210039","59.16184573210039","59.16184573210039","352","352","352","60.85416111884377","60.85416111884377","60.85416111884377"
"283200","354","354","354","59.84214175550691","59.84214175550691","59.84214175550691","354","354","354","61.988204011872064","61.988204011872064","61.988204011872064","354","354","354","61.084681975994215","61.084681975994215","61.084681975994215","354","354","354","57.786097158035545","57.786097158035545","57.786097158035545","354","354","354","61.59225326960543","61.59225326960543","61.59225326960543","354","354","354","58.14187410043029","58.14187410043029","58.14187410043029","354","354","354","58.124871737391125","58.124871737391125","58.124871737391125","354","354","354","62.34658339790104","62.34658339790104","62.34658339790104","354","354","354","59.844261151271574","59.844261151271574","59.844261151271574","354","354","354","60.93216595283975","60.93216595283975","60.93216595283975"
"284800","356","356","356","59.49850597174348","59.49850597174348","59.49850597174348","356","356","356","62.274224420305046","62.274224420305046","62.274224420305046","356","356","356","60.4405472512457","60.4405472512457","60.4405472512457","356","356","356","58.083583976286846","58.083583976286846","58.083583976286846","356","356","356","61.962294924642954","61.962294924642954","61.962294924642954","356","356","356","58.180456386466155","58.180456386466155","58.180456386466155","356","356","356","58.8394213276302","58.8394213276302","58.8394213276302","356","356","356","62.706205414969325","62.706205414969325","62.706205414969325","356","356","356","60.075692543415215","60.075692543415215","60.075692543415215","356","356","356","60.63638203042092","60.63638203042092","60.63638203042092"
