"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_avg_eval_r_mean","wandering-sweep-4 - agent_avg_eval_r_mean__MIN","wandering-sweep-4 - agent_avg_eval_r_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_avg_eval_r_mean","sweet-sweep-3 - agent_avg_eval_r_mean__MIN","sweet-sweep-3 - agent_avg_eval_r_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_avg_eval_r_mean","lucky-sweep-2 - agent_avg_eval_r_mean__MIN","lucky-sweep-2 - agent_avg_eval_r_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_avg_eval_r_mean","clear-sweep-1 - agent_avg_eval_r_mean__MIN","clear-sweep-1 - agent_avg_eval_r_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_avg_eval_r_mean","playful-sweep-10 - agent_avg_eval_r_mean__MIN","playful-sweep-10 - agent_avg_eval_r_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_avg_eval_r_mean","fresh-sweep-8 - agent_avg_eval_r_mean__MIN","fresh-sweep-8 - agent_avg_eval_r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_avg_eval_r_mean","jumping-sweep-5 - agent_avg_eval_r_mean__MIN","jumping-sweep-5 - agent_avg_eval_r_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_avg_eval_r_mean","good-sweep-4 - agent_avg_eval_r_mean__MIN","good-sweep-4 - agent_avg_eval_r_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_avg_eval_r_mean","sandy-sweep-3 - agent_avg_eval_r_mean__MIN","sandy-sweep-3 - agent_avg_eval_r_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_avg_eval_r_mean","youthful-sweep-1 - agent_avg_eval_r_mean__MIN","youthful-sweep-1 - agent_avg_eval_r_mean__MAX"
"270000","900","900","900","29.079240634645203","29.079240634645203","29.079240634645203","900","900","900","28.560067877428374","28.560067877428374","28.560067877428374","900","900","900","29.82988657554678","29.82988657554678","29.82988657554678","900","900","900","30.385544268250293","30.385544268250293","30.385544268250293","900","900","900","29.838971071436994","29.838971071436994","29.838971071436994","900","900","900","31.744689655706193","31.744689655706193","31.744689655706193","900","900","900","30.790573662903533","30.790573662903533","30.790573662903533","900","900","900","31.908844031947424","31.908844031947424","31.908844031947424","900","900","900","33.96052724751997","33.96052724751997","33.96052724751997","900","900","900","29.601435347969954","29.601435347969954","29.601435347969954"
"271500","905","905","905","29.221954686760174","29.221954686760174","29.221954686760174","905","905","905","28.062209313041294","28.062209313041294","28.062209313041294","905","905","905","30.1943981909168","30.1943981909168","30.1943981909168","905","905","905","30.95258266249475","30.95258266249475","30.95258266249475","905","905","905","29.707279576769906","29.707279576769906","29.707279576769906","905","905","905","32.4562457186314","32.4562457186314","32.4562457186314","905","905","905","31.00324401260467","31.00324401260467","31.00324401260467","905","905","905","32.21244384166449","32.21244384166449","32.21244384166449","905","905","905","33.13538175218987","33.13538175218987","33.13538175218987","905","905","905","30.074081911201375","30.074081911201375","30.074081911201375"
"273000","910","910","910","29.494104552614623","29.494104552614623","29.494104552614623","910","910","910","28.237638328270453","28.237638328270453","28.237638328270453","910","910","910","29.55293823737631","29.55293823737631","29.55293823737631","910","910","910","31.426255189222385","31.426255189222385","31.426255189222385","910","910","910","29.859805329186692","29.859805329186692","29.859805329186692","910","910","910","31.53827607411082","31.53827607411082","31.53827607411082","910","910","910","30.756063754883634","30.756063754883634","30.756063754883634","910","910","910","31.843229294276885","31.843229294276885","31.843229294276885","910","910","910","32.98484921736339","32.98484921736339","32.98484921736339","910","910","910","30.629428416179454","30.629428416179454","30.629428416179454"
"274500","915","915","915","29.488667461321935","29.488667461321935","29.488667461321935","915","915","915","28.32477777207437","28.32477777207437","28.32477777207437","915","915","915","29.630896743046762","29.630896743046762","29.630896743046762","915","915","915","30.90395804734248","30.90395804734248","30.90395804734248","915","915","915","30.458368013142728","30.458368013142728","30.458368013142728","915","915","915","31.168566699723375","31.168566699723375","31.168566699723375","915","915","915","30.87112627448425","30.87112627448425","30.87112627448425","915","915","915","31.652048370068037","31.652048370068037","31.652048370068037","915","915","915","33.21933433215756","33.21933433215756","33.21933433215756","915","915","915","30.283852477271175","30.283852477271175","30.283852477271175"
"276000","920","920","920","29.794921518934892","29.794921518934892","29.794921518934892","920","920","920","28.226198607921088","28.226198607921088","28.226198607921088","920","920","920","29.76003405274754","29.76003405274754","29.76003405274754","920","920","920","30.733875533860683","30.733875533860683","30.733875533860683","920","920","920","29.83034217328998","29.83034217328998","29.83034217328998","920","920","920","30.368187022885856","30.368187022885856","30.368187022885856","920","920","920","31.094352304337118","31.094352304337118","31.094352304337118","920","920","920","30.895539907217852","30.895539907217852","30.895539907217852","920","920","920","33.063040932005734","33.063040932005734","33.063040932005734","920","920","920","29.766358840695933","29.766358840695933","29.766358840695933"
"277500","925","925","925","30.16727551209905","30.16727551209905","30.16727551209905","925","925","925","28.72186653432802","28.72186653432802","28.72186653432802","925","925","925","29.77996420826814","29.77996420826814","29.77996420826814","925","925","925","31.197500081297825","31.197500081297825","31.197500081297825","925","925","925","29.821128927772403","29.821128927772403","29.821128927772403","925","925","925","30.694561417896256","30.694561417896256","30.694561417896256","925","925","925","31.864049750872205","31.864049750872205","31.864049750872205","925","925","925","31.054415766287196","31.054415766287196","31.054415766287196","925","925","925","33.01238559256274","33.01238559256274","33.01238559256274","925","925","925","29.332177384762367","29.332177384762367","29.332177384762367"
"279000","930","930","930","30.4836931227066","30.4836931227066","30.4836931227066","930","930","930","28.96157563814736","28.96157563814736","28.96157563814736","930","930","930","30.246281641812125","30.246281641812125","30.246281641812125","930","930","930","31.029786188868567","31.029786188868567","31.029786188868567","930","930","930","29.796285438494195","29.796285438494195","29.796285438494195","930","930","930","30.450270852941347","30.450270852941347","30.450270852941347","930","930","930","32.47005621430737","32.47005621430737","32.47005621430737","930","930","930","30.66915538429552","30.66915538429552","30.66915538429552","930","930","930","33.03380777680907","33.03380777680907","33.03380777680907","930","930","930","29.24323350495731","29.24323350495731","29.24323350495731"
"280500","935","935","935","30.538475925289017","30.538475925289017","30.538475925289017","935","935","935","29.141539153072923","29.141539153072923","29.141539153072923","935","935","935","30.34379124599281","30.34379124599281","30.34379124599281","935","935","935","31.463531391619213","31.463531391619213","31.463531391619213","935","935","935","30.06712958500756","30.06712958500756","30.06712958500756","935","935","935","30.412422606881805","30.412422606881805","30.412422606881805","935","935","935","32.88363254192119","32.88363254192119","32.88363254192119","935","935","935","30.244202148990308","30.244202148990308","30.244202148990308","935","935","935","33.06131657928017","33.06131657928017","33.06131657928017","935","935","935","29.036029288448354","29.036029288448354","29.036029288448354"
"282000","940","940","940","29.641306370273302","29.641306370273302","29.641306370273302","940","940","940","29.37262708061161","29.37262708061161","29.37262708061161","940","940","940","29.762985577684034","29.762985577684034","29.762985577684034","940","940","940","30.80937418673293","30.80937418673293","30.80937418673293","940","940","940","30.13945802851475","30.13945802851475","30.13945802851475","940","940","940","31.163037273859814","31.163037273859814","31.163037273859814","940","940","940","32.96802710120251","32.96802710120251","32.96802710120251","940","940","940","30.207107900880263","30.207107900880263","30.207107900880263","940","940","940","32.90016496140186","32.90016496140186","32.90016496140186","940","940","940","28.64070340860957","28.64070340860957","28.64070340860957"
"283500","945","945","945","29.823199488958043","29.823199488958043","29.823199488958043","945","945","945","29.4876843865667","29.4876843865667","29.4876843865667","945","945","945","29.660677245076844","29.660677245076844","29.660677245076844","945","945","945","30.80479200330012","30.80479200330012","30.80479200330012","945","945","945","30.27985947811674","30.27985947811674","30.27985947811674","945","945","945","31.963972094489073","31.963972094489073","31.963972094489073","945","945","945","32.832289064634224","32.832289064634224","32.832289064634224","945","945","945","30.37298695498477","30.37298695498477","30.37298695498477","945","945","945","33.5929534390925","33.5929534390925","33.5929534390925","945","945","945","28.439436346986444","28.439436346986444","28.439436346986444"
"285000","950","950","950","30.141413234103442","30.141413234103442","30.141413234103442","950","950","950","29.38374009509066","29.38374009509066","29.38374009509066","950","950","950","30.274494600098205","30.274494600098205","30.274494600098205","950","950","950","30.161056093677097","30.161056093677097","30.161056093677097","950","950","950","30.252843024235144","30.252843024235144","30.252843024235144","950","950","950","32.122923795566365","32.122923795566365","32.122923795566365","950","950","950","32.86188533718037","32.86188533718037","32.86188533718037","950","950","950","30.565569863555876","30.565569863555876","30.565569863555876","950","950","950","34.188658751967154","34.188658751967154","34.188658751967154","950","950","950","28.44621688211893","28.44621688211893","28.44621688211893"
"286500","955","955","955","29.718433110190926","29.718433110190926","29.718433110190926","955","955","955","30.14286394656292","30.14286394656292","30.14286394656292","955","955","955","30.389566948762173","30.389566948762173","30.389566948762173","955","955","955","30.006921735667266","30.006921735667266","30.006921735667266","955","955","955","30.315900472722237","30.315900472722237","30.315900472722237","955","955","955","31.62733090516257","31.62733090516257","31.62733090516257","955","955","955","32.780309287342035","32.780309287342035","32.780309287342035","955","955","955","30.55438615502296","30.55438615502296","30.55438615502296","955","955","955","33.58667776215919","33.58667776215919","33.58667776215919","955","955","955","29.47453584705467","29.47453584705467","29.47453584705467"
"288000","960","960","960","30.24144949377489","30.24144949377489","30.24144949377489","960","960","960","30.051524436077504","30.051524436077504","30.051524436077504","960","960","960","30.497904445987324","30.497904445987324","30.497904445987324","960","960","960","30.367999109360877","30.367999109360877","30.367999109360877","960","960","960","30.25530388719505","30.25530388719505","30.25530388719505","960","960","960","31.925033905909487","31.925033905909487","31.925033905909487","960","960","960","32.342219795576014","32.342219795576014","32.342219795576014","960","960","960","30.77418216033724","30.77418216033724","30.77418216033724","960","960","960","33.217464245781464","33.217464245781464","33.217464245781464","960","960","960","29.444777935426263","29.444777935426263","29.444777935426263"
"289500","965","965","965","30.445834485466936","30.445834485466936","30.445834485466936","965","965","965","30.699002283864107","30.699002283864107","30.699002283864107","965","965","965","30.525477369411984","30.525477369411984","30.525477369411984","965","965","965","30.394735949531704","30.394735949531704","30.394735949531704","965","965","965","30.119062362608602","30.119062362608602","30.119062362608602","965","965","965","31.170290240869072","31.170290240869072","31.170290240869072","965","965","965","32.392934976977706","32.392934976977706","32.392934976977706","965","965","965","30.79457282507383","30.79457282507383","30.79457282507383","965","965","965","33.178062706268","33.178062706268","33.178062706268","965","965","965","29.322211547717735","29.322211547717735","29.322211547717735"
"291000","970","970","970","29.946731620297975","29.946731620297975","29.946731620297975","970","970","970","30.47440019956269","30.47440019956269","30.47440019956269","970","970","970","30.147803287720066","30.147803287720066","30.147803287720066","970","970","970","30.511652418166104","30.511652418166104","30.511652418166104","970","970","970","29.26237250794543","29.26237250794543","29.26237250794543","970","970","970","31.228707272458045","31.228707272458045","31.228707272458045","970","970","970","32.077274299446486","32.077274299446486","32.077274299446486","970","970","970","30.807806152823492","30.807806152823492","30.807806152823492","970","970","970","33.22124695561637","33.22124695561637","33.22124695561637","970","970","970","28.98614643716456","28.98614643716456","28.98614643716456"
