"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - collision_end_mean","silvery-sweep-6 - collision_end_mean__MIN","silvery-sweep-6 - collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - collision_end_mean","jumping-sweep-5 - collision_end_mean__MIN","jumping-sweep-5 - collision_end_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - collision_end_mean","zany-sweep-4 - collision_end_mean__MIN","zany-sweep-4 - collision_end_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - collision_end_mean","visionary-sweep-3 - collision_end_mean__MIN","visionary-sweep-3 - collision_end_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - collision_end_mean","wandering-sweep-2 - collision_end_mean__MIN","wandering-sweep-2 - collision_end_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - collision_end_mean","eager-sweep-5 - collision_end_mean__MIN","eager-sweep-5 - collision_end_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - collision_end_mean","wild-sweep-3 - collision_end_mean__MIN","wild-sweep-3 - collision_end_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - collision_end_mean","blooming-sweep-4 - collision_end_mean__MIN","blooming-sweep-4 - collision_end_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - collision_end_mean","worldly-sweep-2 - collision_end_mean__MIN","worldly-sweep-2 - collision_end_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - collision_end_mean","eager-sweep-1 - collision_end_mean__MIN","eager-sweep-1 - collision_end_mean__MAX"
"248500","12400","12400","12400","0","0","0","12400","12400","12400","0","0","0","12400","12400","12400","0","0","0","12400","12400","12400","0","0","0","12400","12400","12400","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249000","12425","12425","12425","0","0","0","12425","12425","12425","0","0","0","12425","12425","12425","0","0","0","12425","12425","12425","0","0","0","12425","12425","12425","0","0","0","4125","4125","4125","0","0","0","4125","4125","4125","0","0","0","4125","4125","4125","0","0","0","4125","4125","4125","0","0","0","4125","4125","4125","0","0","0"
"249500","12450","12450","12450","0","0","0","12450","12450","12450","0","0","0","12450","12450","12450","0","0","0","12450","12450","12450","0","0","0","12450","12450","12450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250000","12475","12475","12475","0","0","0","12475","12475","12475","0","0","0","12475","12475","12475","0","0","0","12475","12475","12475","0","0","0","12475","12475","12475","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250500","12500","12500","12500","0","0","0","12500","12500","12500","0","0","0","12500","12500","12500","0","0","0","12500","12500","12500","0","0","0","12500","12500","12500","0","0","0","4150","4150","4150","0","0","0","4150","4150","4150","0","0","0","4150","4150","4150","0","0","0","4150","4150","4150","0","0","0","4150","4150","4150","0","0","0"
"251000","12525","12525","12525","0","0","0","12525","12525","12525","0","0","0","12525","12525","12525","0","0","0","12525","12525","12525","0","0","0","12525","12525","12525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251500","12550","12550","12550","0","0","0","12550","12550","12550","0","0","0","12550","12550","12550","0","0","0","12550","12550","12550","0","0","0","12550","12550","12550","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252000","12575","12575","12575","0","0","0","12575","12575","12575","0","0","0","12575","12575","12575","0","0","0","12575","12575","12575","0","0","0","12575","12575","12575","0","0","0","4175","4175","4175","0.04","0.04","0.04","4175","4175","4175","0","0","0","4175","4175","4175","0","0","0","4175","4175","4175","0","0","0","4175","4175","4175","0","0","0"
"252500","12600","12600","12600","0.04","0.04","0.04","12600","12600","12600","0","0","0","12600","12600","12600","0","0","0","12600","12600","12600","0","0","0","12600","12600","12600","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253000","12625","12625","12625","0.04","0.04","0.04","12625","12625","12625","0","0","0","12625","12625","12625","0","0","0","12625","12625","12625","0","0","0","12625","12625","12625","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253500","12650","12650","12650","0","0","0","12650","12650","12650","0","0","0","12650","12650","12650","0","0","0","12650","12650","12650","0","0","0","12650","12650","12650","0","0","0","4200","4200","4200","0","0","0","4200","4200","4200","0","0","0","4200","4200","4200","0","0","0","4200","4200","4200","0","0","0","4200","4200","4200","0","0","0"
"254000","12675","12675","12675","0","0","0","12675","12675","12675","0","0","0","12675","12675","12675","0","0","0","12675","12675","12675","0","0","0","12675","12675","12675","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254500","12700","12700","12700","0","0","0","12700","12700","12700","0","0","0","12700","12700","12700","0","0","0","12700","12700","12700","0","0","0","12700","12700","12700","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255000","12725","12725","12725","0","0","0","12725","12725","12725","0","0","0","12725","12725","12725","0","0","0","12725","12725","12725","0","0","0","12725","12725","12725","0","0","0","4225","4225","4225","0.04","0.04","0.04","4225","4225","4225","0","0","0","4225","4225","4225","0","0","0","4225","4225","4225","0","0","0","4225","4225","4225","0","0","0"
"255500","12750","12750","12750","0","0","0","12750","12750","12750","0","0","0","12750","12750","12750","0","0","0","12750","12750","12750","0","0","0","12750","12750","12750","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256000","12775","12775","12775","0","0","0","12775","12775","12775","0","0","0","12775","12775","12775","0","0","0","12775","12775","12775","0","0","0","12775","12775","12775","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256500","12800","12800","12800","0","0","0","12800","12800","12800","0","0","0","12800","12800","12800","0","0","0","12800","12800","12800","0","0","0","12800","12800","12800","0","0","0","4250","4250","4250","0","0","0","4250","4250","4250","0","0","0","4250","4250","4250","0","0","0","4250","4250","4250","0","0","0","4250","4250","4250","0","0","0"
"257000","12825","12825","12825","0","0","0","12825","12825","12825","0","0","0","12825","12825","12825","0","0","0","12825","12825","12825","0","0","0","12825","12825","12825","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257500","12850","12850","12850","0","0","0","12850","12850","12850","0","0","0","12850","12850","12850","0","0","0","12850","12850","12850","0","0","0","12850","12850","12850","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258000","12875","12875","12875","0","0","0","12875","12875","12875","0","0","0","12875","12875","12875","0","0","0","12875","12875","12875","0","0","0","12875","12875","12875","0","0","0","4275","4275","4275","0.08","0.08","0.08","4275","4275","4275","0","0","0","4275","4275","4275","0","0","0","4275","4275","4275","0","0","0","4275","4275","4275","0","0","0"
"258500","12900","12900","12900","0","0","0","12900","12900","12900","0","0","0","12900","12900","12900","0","0","0","12900","12900","12900","0","0","0","12900","12900","12900","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259000","12925","12925","12925","0","0","0","12925","12925","12925","0","0","0","12925","12925","12925","0","0","0","12925","12925","12925","0","0","0","12925","12925","12925","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259500","12950","12950","12950","0.08","0.08","0.08","12950","12950","12950","0","0","0","12950","12950","12950","0","0","0","12950","12950","12950","0","0","0","12950","12950","12950","0","0","0","4300","4300","4300","0","0","0","4300","4300","4300","0","0","0","4300","4300","4300","0","0","0","4300","4300","4300","0","0","0","4300","4300","4300","0","0","0"
"260000","12975","12975","12975","0.08","0.08","0.08","12975","12975","12975","0","0","0","12975","12975","12975","0","0","0","12975","12975","12975","0","0","0","12975","12975","12975","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260500","13000","13000","13000","0.04","0.04","0.04","13000","13000","13000","0","0","0","13000","13000","13000","0","0","0","13000","13000","13000","0","0","0","13000","13000","13000","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261000","13025","13025","13025","0","0","0","13025","13025","13025","0","0","0","13025","13025","13025","0","0","0","13025","13025","13025","0","0","0","13025","13025","13025","0","0","0","4325","4325","4325","0","0","0","4325","4325","4325","0","0","0","4325","4325","4325","0","0","0","4325","4325","4325","0","0","0","4325","4325","4325","0","0","0"
"261500","13050","13050","13050","0.04","0.04","0.04","13050","13050","13050","0","0","0","13050","13050","13050","0","0","0","13050","13050","13050","0","0","0","13050","13050","13050","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262000","13075","13075","13075","0.04","0.04","0.04","13075","13075","13075","0","0","0","13075","13075","13075","0","0","0","13075","13075","13075","0","0","0","13075","13075","13075","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262500","13100","13100","13100","0","0","0","13100","13100","13100","0","0","0","13100","13100","13100","0","0","0","13100","13100","13100","0","0","0","13100","13100","13100","0","0","0","4350","4350","4350","0","0","0","4350","4350","4350","0","0","0","4350","4350","4350","0","0","0","4350","4350","4350","0","0","0","4350","4350","4350","0","0","0"
"263000","13125","13125","13125","0","0","0","13125","13125","13125","0","0","0","13125","13125","13125","0","0","0","13125","13125","13125","0","0","0","13125","13125","13125","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263500","13150","13150","13150","0","0","0","13150","13150","13150","0","0","0","13150","13150","13150","0","0","0","13150","13150","13150","0","0","0","13150","13150","13150","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264000","13175","13175","13175","0","0","0","13175","13175","13175","0","0","0","13175","13175","13175","0","0","0","13175","13175","13175","0","0","0","13175","13175","13175","0","0","0","4375","4375","4375","0","0","0","4375","4375","4375","0","0","0","4375","4375","4375","0","0","0","4375","4375","4375","0.04","0.04","0.04","4375","4375","4375","0","0","0"
"264500","13200","13200","13200","0","0","0","13200","13200","13200","0","0","0","13200","13200","13200","0","0","0","13200","13200","13200","0","0","0","13200","13200","13200","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265000","13225","13225","13225","0","0","0","13225","13225","13225","0","0","0","13225","13225","13225","0","0","0","13225","13225","13225","0","0","0","13225","13225","13225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265500","13250","13250","13250","0","0","0","13250","13250","13250","0","0","0","13250","13250","13250","0","0","0","13250","13250","13250","0","0","0","13250","13250","13250","0","0","0","4400","4400","4400","0","0","0","4400","4400","4400","0","0","0","4400","4400","4400","0","0","0","4400","4400","4400","0.04","0.04","0.04","4400","4400","4400","0","0","0"
"266000","13275","13275","13275","0","0","0","13275","13275","13275","0","0","0","13275","13275","13275","0","0","0","13275","13275","13275","0","0","0","13275","13275","13275","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266500","13300","13300","13300","0","0","0","13300","13300","13300","0","0","0","13300","13300","13300","0","0","0","13300","13300","13300","0","0","0","13300","13300","13300","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267000","13325","13325","13325","0","0","0","13325","13325","13325","0","0","0","13325","13325","13325","0","0","0","13325","13325","13325","0","0","0","13325","13325","13325","0","0","0","4425","4425","4425","0","0","0","4425","4425","4425","0","0","0","4425","4425","4425","0","0","0","4425","4425","4425","0","0","0","4425","4425","4425","0","0","0"
"267500","13350","13350","13350","0","0","0","13350","13350","13350","0","0","0","13350","13350","13350","0","0","0","13350","13350","13350","0","0","0","13350","13350","13350","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268000","13375","13375","13375","0","0","0","13375","13375","13375","0","0","0","13375","13375","13375","0","0","0","13375","13375","13375","0","0","0","13375","13375","13375","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268500","13400","13400","13400","0","0","0","13400","13400","13400","0","0","0","13400","13400","13400","0","0","0","13400","13400","13400","0","0","0","13400","13400","13400","0","0","0","4450","4450","4450","0.04","0.04","0.04","4450","4450","4450","0","0","0","4450","4450","4450","0","0","0","4450","4450","4450","0.04","0.04","0.04","4450","4450","4450","0","0","0"
"269000","13425","13425","13425","0","0","0","13425","13425","13425","0","0","0","13425","13425","13425","0","0","0","13425","13425","13425","0","0","0","13425","13425","13425","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269500","13450","13450","13450","0","0","0","13450","13450","13450","0","0","0","13450","13450","13450","0","0","0","13450","13450","13450","0","0","0","13450","13450","13450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270000","13475","13475","13475","0","0","0","13475","13475","13475","0","0","0","13475","13475","13475","0","0","0","13475","13475","13475","0","0","0","13475","13475","13475","0","0","0","4475","4475","4475","0","0","0","4475","4475","4475","0","0","0","4475","4475","4475","0","0","0","4475","4475","4475","0","0","0","4475","4475","4475","0","0","0"
"270500","13500","13500","13500","0","0","0","13500","13500","13500","0","0","0","13500","13500","13500","0","0","0","13500","13500","13500","0","0","0","13500","13500","13500","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271000","13525","13525","13525","0","0","0","13525","13525","13525","0","0","0","13525","13525","13525","0","0","0","13525","13525","13525","0","0","0","13525","13525","13525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271500","13550","13550","13550","0","0","0","13550","13550","13550","0","0","0","13550","13550","13550","0","0","0","13550","13550","13550","0","0","0","13550","13550","13550","0","0","0","4500","4500","4500","0","0","0","4500","4500","4500","0","0","0","4500","4500","4500","0","0","0","4500","4500","4500","0","0","0","4500","4500","4500","0","0","0"
